,species,mirid,mirfam,chrom,start,end,strand
1449,Macaca_mulatta,Hsa-Mir-135-P2,Mir-135,chr11,97371667,97371725,+
1450,Macaca_mulatta,Hsa-Mir-1247,Mir-1247,chr7,163783644,163783701,-
1451,Macaca_mulatta,Hsa-Mir-129-P2,Mir-129,chr14,22147870,22147933,-
1452,Macaca_mulatta,Hsa-Mir-887,Mir-887,chr6,16178838,16178901,+
1453,Macaca_mulatta,Hsa-Mir-15-P2c,Mir-15,chr16,6775472,6775532,-
1454,Macaca_mulatta,Hsa-Mir-1249,Mir-1249,chr10,6310947,6311004,+
1455,Macaca_mulatta,Hsa-Mir-3126,Mir-3126,chr13,39698601,39698658,-
1456,Macaca_mulatta,Hsa-Mir-433,Mir-433,chr7,163102472,163102544,+
1457,Macaca_mulatta,Hsa-Mir-876,Mir-876,chr15,54900831,54900888,+
1458,Macaca_mulatta,Hsa-Mir-337-as,Mir-337,chr7,163094789,163094848,-
1459,Macaca_mulatta,Hsa-Mir-8-P2b,Mir-8,chr11,7137068,7137128,+
1460,Macaca_mulatta,Hsa-Let-7-P2b1,Let-7,chr15,109111558,109111633,+
1461,Macaca_mulatta,Hsa-Mir-5683,Mir-5683,chr4,163914717,163914776,-
1462,Macaca_mulatta,Hsa-Mir-34-P3b,Mir-34,chr6,53467852,53467911,-
1463,Macaca_mulatta,Hsa-Mir-378,Mir-378,chr6,147241509,147241567,+
1464,Macaca_mulatta,Hsa-Mir-133-P1-v1,Mir-133,chr10,97719266,97719324,+
1465,Macaca_mulatta,Hsa-Mir-506-P1,Mir-506,chrX,143275369,143275425,-
1466,Macaca_mulatta,Hsa-Mir-1295,Mir-1295,chr1,28414017,28414075,-
1467,Macaca_mulatta,Hsa-Mir-582,Mir-582,chr6,58047909,58047968,-
1468,Macaca_mulatta,Hsa-Mir-506-P6b,Mir-506,chrX,143232188,143232245,-
1469,Macaca_mulatta,Hsa-Mir-506-P6b,Mir-506,chrX,143239333,143239390,-
1470,Macaca_mulatta,Hsa-Mir-383-v2,Mir-383,chr8,14946209,14946271,-
1471,Macaca_mulatta,Hsa-Mir-154-P2-v1,Mir-154,chr7,163245293,163245346,+
1472,Macaca_mulatta,Hsa-Mir-31,Mir-31,chr15,62158650,62158707,+
1473,Macaca_mulatta,Hsa-Mir-133-P2-v1,Mir-133,chr18,60579209,60579267,+
1474,Macaca_mulatta,Hsa-Mir-506-P3,Mir-506,chrX,143281565,143281622,-
1475,Macaca_mulatta,Hsa-Mir-541,Mir-541,chr7,163284613,163284677,+
1476,Macaca_mulatta,Hsa-Mir-126-v1,Mir-126,chr15,1567489,1567547,-
1477,Macaca_mulatta,Hsa-Mir-30-P2a,Mir-30,chrUn_1427X1447_random,19745,19806,-
1478,Macaca_mulatta,Hsa-Mir-130-P1a,Mir-130,chr14,15911575,15911636,-
1479,Macaca_mulatta,Hsa-Mir-130-P1b,Mir-130,chr10,31294062,31294121,-
1480,Macaca_mulatta,Hsa-Mir-155,Mir-155,chr3,21093200,21093260,-
1481,Macaca_mulatta,Hsa-Mir-147-v1,Mir-147,chr7,21844646,21844704,+
1482,Macaca_mulatta,Hsa-Mir-430-P1,Mir-430,chr5,110919878,110919938,-
1483,Macaca_mulatta,Hsa-Mir-190-P1,Mir-190,chr7,39277791,39277847,+
1484,Macaca_mulatta,Hsa-Mir-122-as,Mir-122,chr18,21749561,21749617,+
1485,Macaca_mulatta,Hsa-Mir-154-P25,Mir-154,chr7,163286842,163286896,+
1486,Macaca_mulatta,Hsa-Mir-574,Mir-574,chr5,37994458,37994514,+
1487,Macaca_mulatta,Hsa-Mir-10-P3c,Mir-10,chr3,30260526,30260586,-
1488,Macaca_mulatta,Hsa-Mir-154-P20-v1,Mir-154,chr7,163280786,163280838,+
1489,Macaca_mulatta,Hsa-Mir-219-P2-as,Mir-219,chr15,12193190,12193254,-
1490,Macaca_mulatta,Hsa-Mir-154-P24,Mir-154,chr7,163269775,163269833,+
1491,Macaca_mulatta,Hsa-Mir-10-P3a,Mir-10,chr14,115128892,115128953,-
1492,Macaca_mulatta,Hsa-Mir-430-P20,Mir-430,chr19,53462908,53462965,+
1493,Macaca_mulatta,Hsa-Mir-154-P21,Mir-154,chr7,163267517,163267579,+
1494,Macaca_mulatta,Hsa-Mir-96-P2,Mir-96,chr3,156048387,156048451,-
1495,Macaca_mulatta,Hsa-Mir-766,Mir-766,chrX,115925842,115925899,-
1496,Macaca_mulatta,Hsa-Mir-1287,Mir-1287,chr9,98843659,98843719,-
1497,Macaca_mulatta,Hsa-Mir-132-P2,Mir-132,chr16,1916188,1916249,-
1498,Macaca_mulatta,Hsa-Mir-362-P5,Mir-362,chrX,49801116,49801176,+
1499,Macaca_mulatta,Hsa-Mir-4524,Mir-4524,chr16,65415938,65415993,-
1500,Macaca_mulatta,Hsa-Mir-450-P1,Mir-450,chrX,130804267,130804323,-
1501,Macaca_mulatta,Hsa-Mir-17-P2a,Mir-17,chr17,73152263,73152325,+
1502,Macaca_mulatta,Hsa-Mir-550-P1,Mir-550,chr3,84811150,84811211,-
1503,Macaca_mulatta,Hsa-Mir-423,Mir-423,chr16,25779634,25779691,+
1504,Macaca_mulatta,Hsa-Mir-489-v1,Mir-489,chr3,112622810,112622868,+
1505,Macaca_mulatta,Hsa-Mir-337-v2,Mir-337,chr7,163094790,163094848,+
1506,Macaca_mulatta,Hsa-Mir-3187,Mir-3187,chr19,582694,582752,+
1507,Macaca_mulatta,Hsa-Mir-136-v1,Mir-136,chr7,163105294,163105348,+
1508,Macaca_mulatta,Hsa-Mir-124-P3-v1,Mir-124,chr10,98381451,98381509,+
1509,Macaca_mulatta,Hsa-Mir-506-P4a2,Mir-506,chrX,143294958,143295015,-
1510,Macaca_mulatta,Hsa-Mir-506-P4a2,Mir-506,chrX,143294073,143294130,-
1511,Macaca_mulatta,Hsa-Mir-92-P2a,Mir-92,chr5,110919582,110919641,-
1512,Macaca_mulatta,Hsa-Mir-1251,Mir-1251,chr11,97299990,97300047,+
1513,Macaca_mulatta,Hsa-Mir-103-P1,Mir-103,chr6,165954319,165954378,-
1514,Macaca_mulatta,Hsa-Mir-5010,Mir-5010,chr16,53654755,53654832,+
1515,Macaca_mulatta,Hsa-Mir-331,Mir-331,chr11,95110336,95110390,+
1516,Macaca_mulatta,Hsa-Mir-328,Mir-328,chr20,54386897,54386958,-
1517,Macaca_mulatta,Hsa-Mir-599,Mir-599,chr8,99809968,99810026,-
1518,Macaca_mulatta,Hsa-Mir-451,Mir-451,chr16,24497955,24497996,-
1519,Macaca_mulatta,Hsa-Mir-126-v2,Mir-126,chr15,1567489,1567547,-
1520,Macaca_mulatta,Hsa-Mir-149,Mir-149,chr12,127823731,127823791,+
1521,Macaca_mulatta,Hsa-Mir-340,Mir-340,chr6,177423810,177423874,-
1522,Macaca_mulatta,Hsa-Mir-199-P1-v3,Mir-199,chr15,12348317,12348376,+
1523,Macaca_mulatta,Hsa-Mir-875,Mir-875,chr8,99810115,99810170,-
1524,Macaca_mulatta,Hsa-Mir-105-P2,Mir-105,chrX,148390067,148390125,-
1525,Macaca_mulatta,Hsa-Mir-670,Mir-670,chr14,22169704,22169767,-
1526,Macaca_mulatta,Hsa-Mir-17-P1b,Mir-17,chrX,130425897,130425955,-
1527,Macaca_mulatta,Hsa-Mir-430-P42,Mir-430,chr19,53457404,53457461,+
1528,Macaca_mulatta,Hsa-Mir-2467,Mir-2467,chr12,126750648,126750707,-
1529,Macaca_mulatta,Hsa-Mir-7854,Mir-7854,chr20,68552144,68552203,+
1530,Macaca_mulatta,Hsa-Mir-935-v1,Mir-935,chr19,53736774,53736832,+
1531,Macaca_mulatta,Hsa-Mir-196-P2,Mir-196,chr11,53593572,53593629,+
1532,Macaca_mulatta,Hsa-Mir-345,Mir-345,chr7,162524343,162524399,+
1533,Macaca_mulatta,Hsa-Mir-605-v2,Mir-605,chr9,86668780,86668838,-
1534,Macaca_mulatta,Hsa-Mir-430-P50,Mir-430,chr19,53498311,53498365,+
1535,Macaca_mulatta,Hsa-Mir-1307,Mir-1307,chr9,103946982,103947043,-
1536,Macaca_mulatta,Hsa-Mir-140-v2,Mir-140,chr20,57194598,57194658,+
1537,Macaca_mulatta,Hsa-Mir-9-P3,Mir-9,chr7,68144468,68144527,+
1538,Macaca_mulatta,Hsa-Mir-150,Mir-150,chr19,49458345,49458400,-
1539,Macaca_mulatta,Hsa-Mir-450-P2,Mir-450,chrX,130804436,130804492,-
1540,Macaca_mulatta,Hsa-Mir-3934,Mir-3934,chr4,135785507,135785567,-
1541,Macaca_mulatta,Hsa-Mir-153-P2,Mir-153,chr3,183582211,183582271,-
1542,Macaca_mulatta,Hsa-Mir-15-P1b,Mir-15,chr2,62678316,62678374,+
1543,Macaca_mulatta,Hsa-Mir-103-P3,Mir-103,chr9,89841963,89842022,-
1544,Macaca_mulatta,Hsa-Mir-181-P2a,Mir-181,chr1,56288147,56288207,-
1545,Macaca_mulatta,Hsa-Mir-28-P3,Mir-28,chr14,72505834,72505902,-
1546,Macaca_mulatta,Hsa-Mir-335,Mir-335,chr3,156796366,156796422,+
1547,Macaca_mulatta,Hsa-Mir-34-P1,Mir-34,chr1,215342681,215342744,+
1548,Macaca_mulatta,Hsa-Mir-6715,Mir-6715,chr9,112832721,112832776,+
1549,Macaca_mulatta,Hsa-Mir-19-P1,Mir-19,chr17,73152411,73152467,+
1550,Macaca_mulatta,Hsa-Mir-579,Mir-579,chr6,32516483,32516542,-
1551,Macaca_mulatta,Hsa-Mir-3146,Mir-3146,chr3,95330658,95330718,+
1552,Macaca_mulatta,Hsa-Mir-124-P3-v2,Mir-124,chr10,98381451,98381508,+
1553,Macaca_mulatta,Hsa-Mir-505-v1,Mir-505,chrX,136128404,136128462,-
1554,Macaca_mulatta,Hsa-Mir-506-P13,Mir-506,chrX,142031479,142031535,-
1555,Macaca_mulatta,Hsa-Mir-9-P2,Mir-9,chr6,85563748,85563806,-
1556,Macaca_mulatta,Hsa-Mir-221-P1,Mir-221,chrX,45692171,45692233,-
1557,Macaca_mulatta,Hsa-Mir-122,Mir-122,chr18,21749560,21749617,-
1558,Macaca_mulatta,Hsa-Mir-431,Mir-431,chr7,163101601,163101664,+
1559,Macaca_mulatta,Hsa-Mir-154-P3a-v1,Mir-154,chr7,163247242,163247296,+
1560,Macaca_mulatta,Hsa-Mir-148-P3,Mir-148,chr11,53951402,53951461,+
1561,Macaca_mulatta,Hsa-Mir-196-P3,Mir-196,chr3,87935414,87935470,+
1562,Macaca_mulatta,Hsa-Mir-95-P1,Mir-95,chr5,4932328,4932383,+
1563,Macaca_mulatta,Hsa-Mir-154-P36,Mir-154,chr7,163285426,163285478,+
1564,Macaca_mulatta,Hsa-Mir-203-v2,Mir-203,chr7,166434222,166434280,+
1565,Macaca_mulatta,Hsa-Mir-430-P11a,Mir-430,chr19,53524155,53524214,+
1566,Macaca_mulatta,Hsa-Mir-430-P11a,Mir-430,chr19,53528831,53528890,+
1567,Macaca_mulatta,Hsa-Mir-483,Mir-483,chr14,2194480,2194542,-
1568,Macaca_mulatta,Hsa-Mir-34-P2b,Mir-34,chr14,104648771,104648824,+
1569,Macaca_mulatta,Hsa-Mir-199-P3-v2,Mir-199,chr1,29445625,29445685,-
1570,Macaca_mulatta,Hsa-Mir-199-P2-v1,Mir-199,chr19,10581835,10581897,-
1571,Macaca_mulatta,Hsa-Let-7-P2c2,Let-7,chr11,62316681,62316756,+
1572,Macaca_mulatta,Hsa-Mir-15-P1a,Mir-15,chr17,28503494,28503552,-
1573,Macaca_mulatta,Hsa-Mir-196-P1,Mir-196,chr16,48163622,48163680,+
1574,Macaca_mulatta,Hsa-Mir-101-P1-v1,Mir-101,chr1,159372686,159372741,+
1575,Macaca_mulatta,Hsa-Mir-506-P7a,Mir-506,chrX,143309725,143309782,-
1576,Macaca_mulatta,Hsa-Mir-1913,Mir-1913,chr4,4206738,4206793,+
1577,Macaca_mulatta,Hsa-Mir-430-P13,Mir-430,chr19,53504274,53504335,+
1578,Macaca_mulatta,Hsa-Mir-430-P13,Mir-430,chr19,53515652,53515713,+
1579,Macaca_mulatta,Hsa-Mir-1323,Mir-1323,chr19,53434345,53434399,+
1580,Macaca_mulatta,Hsa-Mir-17-P1c,Mir-17,chr3,42276186,42276247,-
1581,Macaca_mulatta,Hsa-Mir-154-P22,Mir-154,chr7,163252624,163252680,+
1582,Macaca_mulatta,Hsa-Mir-506-P5,Mir-506,chrX,143303098,143303155,-
1583,Macaca_mulatta,Hsa-Mir-133-P2-v2,Mir-133,chr18,60579209,60579267,+
1584,Macaca_mulatta,Hsa-Mir-10-P3b,Mir-10,chr19,51447358,51447416,+
1585,Macaca_mulatta,Hsa-Mir-10-P2c,Mir-10,chr3,30310315,30310374,-
1586,Macaca_mulatta,Hsa-Mir-187,Mir-187,chr18,46619141,46619196,+
1587,Macaca_mulatta,Hsa-Mir-361-v2,Mir-361,chrX,82741182,82741243,-
1588,Macaca_mulatta,Hsa-Mir-3059,Mir-3059,chr11,86406835,86406892,-
1589,Macaca_mulatta,Hsa-Mir-3944,Mir-3944,chr9,133833772,133833833,-
1590,Macaca_mulatta,Hsa-Mir-30-P2c,Mir-30,chr8,135069416,135069475,-
1591,Macaca_mulatta,Hsa-Mir-542-v1,Mir-542,chrX,130805265,130805323,-
1592,Macaca_mulatta,Hsa-Mir-3942,Mir-3942,chr7,11818529,11818591,-
1593,Macaca_mulatta,Hsa-Mir-430-P39a,Mir-430,chr19,53518550,53518609,+
1594,Macaca_mulatta,Hsa-Mir-134,Mir-134,chr7,163274870,163274929,+
1595,Macaca_mulatta,Hsa-Mir-362-P2-v2,Mir-362,chrX,49797347,49797407,+
1596,Macaca_mulatta,Hsa-Mir-1276,Mir-1276,chr7,64532671,64532728,-
1597,Macaca_mulatta,Hsa-Let-7-P1a,Let-7,chr14,115175896,115175962,-
1598,Macaca_mulatta,Hsa-Mir-21,Mir-21,chr16,36957317,36957376,-
1599,Macaca_mulatta,Hsa-Mir-214-v1,Mir-214,chr1,29439890,29439952,-
1600,Macaca_mulatta,Hsa-Mir-17-P3c,Mir-17,chr3,42276411,42276471,-
1601,Macaca_mulatta,Hsa-Mir-430-P22,Mir-430,chr19,53501974,53502031,+
1602,Macaca_mulatta,Hsa-Mir-30-P2b,Mir-30,chr1,183821874,183821934,-
1603,Macaca_mulatta,Hsa-Mir-3619,Mir-3619,chr10,5415363,5415416,-
1604,Macaca_mulatta,Hsa-Mir-26-P3,Mir-26,chr2,93406782,93406841,+
1605,Macaca_mulatta,Hsa-Mir-5581,Mir-5581,chr1,187090092,187090149,+
1606,Macaca_mulatta,Hsa-Mir-885,Mir-885,chr2,141805001,141805054,-
1607,Macaca_mulatta,Hsa-Mir-4661,Mir-4661,chr8,91584576,91584633,+
1608,Macaca_mulatta,Hsa-Mir-154-P30,Mir-154,chr7,163247080,163247134,+
1609,Macaca_mulatta,Hsa-Mir-154-P26,Mir-154,chr7,163247535,163247591,+
1610,Macaca_mulatta,Hsa-Mir-506-P8,Mir-506,chrX,143285603,143285660,-
1611,Macaca_mulatta,Hsa-Mir-133-P3-v2,Mir-133,chr4,117387366,117387424,-
1612,Macaca_mulatta,Hsa-Mir-944,Mir-944,chr2,8016422,8016481,-
1613,Macaca_mulatta,Hsa-Mir-3136,Mir-3136,chr2,125194430,125194491,-
1614,Macaca_mulatta,Hsa-Mir-142-v4,Mir-142,chr16,38469537,38469598,+
1615,Macaca_mulatta,Hsa-Mir-874,Mir-874,chr6,135041337,135041396,-
1616,Macaca_mulatta,Hsa-Mir-430-P9a,Mir-430,chr19,53441221,53442216,+
1617,Macaca_mulatta,Hsa-Mir-3173,Mir-3173,chr7,157325189,157325249,-
1618,Macaca_mulatta,Hsa-Mir-1294,Mir-1294,chr6,151754025,151754082,+
1619,Macaca_mulatta,Hsa-Mir-430-P43,Mir-430,chr19,53472111,53472168,+
1620,Macaca_mulatta,Hsa-Mir-430-P43,Mir-430,chr19,53495743,53495800,+
1621,Macaca_mulatta,Hsa-Mir-29-P2a,Mir-29,chr3,157198068,157198131,-
1622,Macaca_mulatta,Hsa-Mir-8-P1b,Mir-8,chr11,7137477,7137540,+
1623,Macaca_mulatta,Hsa-Mir-491,Mir-491,chr15,62943255,62943310,-
1624,Macaca_mulatta,Hsa-Mir-101-P1-v2,Mir-101,chr1,159372685,159372742,+
1625,Macaca_mulatta,Hsa-Mir-1278,Mir-1278,chr1,50446027,50446086,+
1626,Macaca_mulatta,Hsa-Mir-3085,Mir-3085,chr9,98325914,98325974,-
1627,Macaca_mulatta,Hsa-Mir-137-P1-v1,Mir-137,chr1,126088608,126088665,+
1628,Macaca_mulatta,Hsa-Mir-188-P3,Mir-188,chrX,49803686,49803743,+
1629,Macaca_mulatta,Hsa-Mir-154-P17,Mir-154,chr7,163266667,163266723,+
1630,Macaca_mulatta,Hsa-Mir-1911,Mir-1911,chrX,111300397,111300454,+
1631,Macaca_mulatta,Hsa-Mir-676,Mir-676,chrX,67070095,67070149,+
1632,Macaca_mulatta,Hsa-Mir-584,Mir-584,chr6,146568978,146569039,-
1633,Macaca_mulatta,Hsa-Mir-3200,Mir-3200,chr10,20792053,20792116,-
1634,Macaca_mulatta,Hsa-Mir-361-v1,Mir-361,chrX,82741181,82741244,-
1635,Macaca_mulatta,Hsa-Mir-490,Mir-490,chr3,163327429,163327487,+
1636,Macaca_mulatta,Hsa-Mir-430-P27,Mir-430,chr19,53460554,53460612,+
1637,Macaca_mulatta,Hsa-Mir-430-P27,Mir-430,chr19,53467690,53467748,+
1638,Macaca_mulatta,Hsa-Mir-430-P27,Mir-430,chr19,53454188,53454246,+
1639,Macaca_mulatta,Hsa-Mir-430-P27,Mir-430,chr19,53516856,53516914,+
1640,Macaca_mulatta,Hsa-Mir-430-P27,Mir-430,chr19,53485819,53485877,+
1641,Macaca_mulatta,Hsa-Mir-186,Mir-186,chr1,153374520,153374579,+
1642,Macaca_mulatta,Hsa-Mir-342,Mir-342,chr7,162324316,162324381,+
1643,Macaca_mulatta,Hsa-Mir-194-P1,Mir-194,chr14,9644951,9645007,+
1644,Macaca_mulatta,Hsa-Mir-362-P2-v1,Mir-362,chrX,49797347,49797407,+
1645,Macaca_mulatta,Hsa-Mir-5579,Mir-5579,chr14,72525155,72525201,-
1646,Macaca_mulatta,Hsa-Mir-221-P2,Mir-221,chrX,45693019,45693082,-
1647,Macaca_mulatta,Hsa-Mir-3924,Mir-3924,chr9,80764121,80764182,+
1648,Macaca_mulatta,Hsa-Mir-3611,Mir-3611,chr9,36042387,36042449,-
1649,Macaca_mulatta,Hsa-Mir-3622,Mir-3622,chr8,27966739,27966796,+
1650,Macaca_mulatta,Hsa-Mir-203-v1,Mir-203,chr7,166434222,166434280,+
1651,Macaca_mulatta,Hsa-Mir-430-P45,Mir-430,chr19,53466509,53466565,+
1652,Macaca_mulatta,Hsa-Mir-505-v2,Mir-505,chrX,136128404,136128462,-
1653,Macaca_mulatta,Hsa-Mir-577,Mir-577,chr5,112978755,112978812,+
1654,Macaca_mulatta,Hsa-Mir-144,Mir-144,chr16,24498120,24498176,-
1655,Macaca_mulatta,Hsa-Mir-202,Mir-202,chr9,133710620,133710677,-
1656,Macaca_mulatta,Hsa-Mir-154-P3b,Mir-154,chr7,163276403,163276458,+
1657,Macaca_mulatta,Hsa-Mir-1-P3,Mir-1,chr4,117391918,117391977,-
1658,Macaca_mulatta,Hsa-Mir-430-P15c,Mir-430,chr19,53509477,53509533,+
1659,Macaca_mulatta,Hsa-Mir-337-v1,Mir-337,chr7,163094790,163094848,+
1660,Macaca_mulatta,Hsa-Mir-192-P2,Mir-192,chr1,77682808,77682867,-
1661,Macaca_mulatta,Hsa-Mir-137-P1-v2,Mir-137,chr1,126088608,126088666,+
1662,Macaca_mulatta,Hsa-Mir-325,Mir-325,chrX,73683399,73683458,-
1663,Macaca_mulatta,Hsa-Mir-29-P1b,Mir-29,chr1,65298832,65298889,-
1664,Macaca_mulatta,Hsa-Mir-139,Mir-139,chr14,65608842,65608900,-
1665,Macaca_mulatta,Hsa-Mir-425,Mir-425,chr2,105095954,105096016,-
1666,Macaca_mulatta,Hsa-Mir-430-P15a,Mir-430,chr19,53474124,53474183,+
1667,Macaca_mulatta,Hsa-Mir-138-P2,Mir-138,chr20,44097875,44097942,+
1668,Macaca_mulatta,Hsa-Mir-506-P2,Mir-506,chrX,143275695,143275752,-
1669,Macaca_mulatta,Hsa-Mir-10-P2b,Mir-10,chr19,51446706,51446764,+
1670,Macaca_mulatta,Hsa-Mir-153-P1,Mir-153,chr12,106732503,106732562,-
1671,Macaca_mulatta,Hsa-Mir-4662,Mir-4662,chr8,125148737,125148793,+
1672,Macaca_mulatta,Hsa-Mir-4637,Mir-4637,chr6,15065287,15065362,-
1673,Macaca_mulatta,Hsa-Mir-770,Mir-770,chr7,163071874,163071934,+
1674,Macaca_mulatta,Hsa-Mir-629,Mir-629,chr7,46797016,46797076,-
1675,Macaca_mulatta,Hsa-Mir-1301,Mir-1301,chr13,83646155,83646213,+
1676,Macaca_mulatta,Hsa-Mir-1286,Mir-1286,chr10,32380200,32380254,+
1677,Macaca_mulatta,Hsa-Mir-511,Mir-511,chr9,18993779,18993836,+
1678,Macaca_mulatta,Hsa-Mir-430-P2,Mir-430,chr5,110920191,110920252,-
1679,Macaca_mulatta,Hsa-Mir-96-P1,Mir-96,chr3,156052916,156052979,-
1680,Macaca_mulatta,Hsa-Mir-7-P2,Mir-7,chr7,67361827,67361887,+
1681,Macaca_mulatta,Hsa-Mir-130-P2a,Mir-130,chr16,37648696,37648754,+
1682,Macaca_mulatta,Hsa-Mir-143,Mir-143,chr6,146940554,146940607,+
1683,Macaca_mulatta,Hsa-Mir-430-P44,Mir-430,chr19,53456558,53456616,+
1684,Macaca_mulatta,Hsa-Mir-154-P16,Mir-154,chr7,163272639,163272695,+
1685,Macaca_mulatta,Hsa-Mir-504-v1,Mir-504,chrX,134821900,134821958,-
1686,Macaca_mulatta,Hsa-Mir-455,Mir-455,chr15,28643917,28643974,-
1687,Macaca_mulatta,Hsa-Let-7-P2a3,Let-7,chrX,53287992,53288062,-
1688,Macaca_mulatta,Hsa-Mir-95-P2,Mir-95,chrX,71307802,71307857,-
1689,Macaca_mulatta,Hsa-Mir-24-P2,Mir-24,chr15,112741697,112741756,-
1690,Macaca_mulatta,Hsa-Mir-154-P14,Mir-154,chr7,163285577,163285630,+
1691,Macaca_mulatta,Hsa-Mir-330-v1,Mir-330,chr19,45708832,45708895,-
1692,Macaca_mulatta,Hsa-Mir-362-P4,Mir-362,chrX,49805038,49805096,+
1693,Macaca_mulatta,Hsa-Mir-181-P1b,Mir-181,chr15,15981797,15981856,-
1694,Macaca_mulatta,Hsa-Mir-15-P2d,Mir-15,chrX,130810224,130810286,-
1695,Macaca_mulatta,Hsa-Mir-10-P1b-v1,Mir-10,chr12,63264776,63264836,+
1696,Macaca_mulatta,Hsa-Mir-224,Mir-224,chrX,147965330,147965398,-
1697,Macaca_mulatta,Hsa-Mir-135-P3,Mir-135,chr1,62967444,62967504,-
1698,Macaca_mulatta,Hsa-Mir-324,Mir-324,chr16,6990419,6990475,-
1699,Macaca_mulatta,Hsa-Mir-218-P2,Mir-218,chr6,166169549,166169612,-
1700,Macaca_mulatta,Hsa-Mir-430-P7,Mir-430,chr19,53556258,53556317,+
1701,Macaca_mulatta,Hsa-Mir-29-P1a,Mir-29,chr3,157197350,157197409,-
1702,Macaca_mulatta,Hsa-Mir-652,Mir-652,chrX,106807399,106807459,+
1703,Macaca_mulatta,Hsa-Mir-430-P41,Mir-430,chr19,53520124,53520182,+
1704,Macaca_mulatta,Hsa-Mir-561,Mir-561,chr12,75461263,75461310,+
1705,Macaca_mulatta,Hsa-Mir-1298,Mir-1298,chrX,111265943,111266017,+
1706,Macaca_mulatta,Hsa-Mir-383-v1,Mir-383,chr8,14946209,14946270,-
1707,Macaca_mulatta,Hsa-Mir-184,Mir-184,chr7,56515412,56515472,+
1708,Macaca_mulatta,Hsa-Mir-370,Mir-370,chr7,163131697,163131752,+
1709,Macaca_mulatta,Hsa-Mir-1266,Mir-1266,chr7,28655303,28655360,-
1710,Macaca_mulatta,Hsa-Mir-181-P2b,Mir-181,chr15,15980574,15980633,-
1711,Macaca_mulatta,Hsa-Mir-34-P3a,Mir-34,chr6,53467730,53467791,-
1712,Macaca_mulatta,Hsa-Mir-430-P36,Mir-430,chr19,53521331,53521387,+
1713,Macaca_mulatta,Hsa-Mir-498,Mir-498,chr19,53436117,53436175,+
1714,Macaca_mulatta,Hsa-Mir-506-P9,Mir-506,chrX,142033498,142033554,-
1715,Macaca_mulatta,Hsa-Mir-744,Mir-744,chr16,11874132,11874208,+
1716,Macaca_mulatta,Hsa-Mir-4766,Mir-4766,chr10,10727657,10727711,+
1717,Macaca_mulatta,Hsa-Mir-1910,Mir-1910,chr20,72768929,72768988,-
1718,Macaca_mulatta,Hsa-Mir-132-P1,Mir-132,chr16,1915831,1915888,-
1719,Macaca_mulatta,Hsa-Mir-15-P2a,Mir-15,chr17,28503348,28503412,-
1720,Macaca_mulatta,Hsa-Mir-362-P3,Mir-362,chrX,49798639,49798697,+
1721,Macaca_mulatta,Hsa-Mir-338-P1-as,Mir-338,chr16,77460700,77460761,+
1722,Macaca_mulatta,Hsa-Mir-2277,Mir-2277,chr6,90480559,90480618,-
1723,Macaca_mulatta,Hsa-Mir-188-P2,Mir-188,chrX,49792094,49792151,+
1724,Macaca_mulatta,Hsa-Mir-32,Mir-32,chr15,33864176,33864236,+
1725,Macaca_mulatta,Hsa-Mir-935-v2,Mir-935,chr19,53736774,53736832,+
1726,Macaca_mulatta,Hsa-Let-7-P2a1,Let-7,chr15,109111167,109111237,+
1727,Macaca_mulatta,Hsa-Mir-3909,Mir-3909,chr10,16212495,16212556,-
1728,Macaca_mulatta,Hsa-Mir-147-v2,Mir-147,chr7,21844647,21844703,+
1729,Macaca_mulatta,Hsa-Mir-17-P3b,Mir-17,chrX,130425501,130425561,-
1730,Macaca_mulatta,Hsa-Mir-1252,Mir-1252,chr11,79029257,79029314,+
1731,Macaca_mulatta,Hsa-Mir-193-P2a,Mir-193,chr16,27829810,27829869,+
1732,Macaca_mulatta,Hsa-Mir-430-P34,Mir-430,chr19,53480585,53480643,+
1733,Macaca_mulatta,Hsa-Mir-430-P34,Mir-430,chr19,53507504,53507562,+
1734,Macaca_mulatta,Hsa-Mir-430-P34,Mir-430,chr19,53522609,53522667,+
1735,Macaca_mulatta,Hsa-Mir-128-P2,Mir-128,chr2,12009124,12009181,-
1736,Macaca_mulatta,Hsa-Mir-26-P2,Mir-26,chr11,57410764,57410823,-
1737,Macaca_mulatta,Hsa-Mir-127,Mir-127,chr7,163103576,163103630,+
1738,Macaca_mulatta,Hsa-Mir-3940,Mir-3940,chr19,6349696,6349750,-
1739,Macaca_mulatta,Hsa-Mir-346,Mir-346,chr9,51767934,51767992,+
1740,Macaca_mulatta,Hsa-Mir-199-P1-v1,Mir-199,chr15,12348317,12348376,+
1741,Macaca_mulatta,Hsa-Mir-6529,Mir-6529,chr2,156193504,156193563,+
1742,Macaca_mulatta,Hsa-Mir-10-P1b-v2,Mir-10,chr12,63264777,63264835,+
1743,Macaca_mulatta,Hsa-Mir-430-P6,Mir-430,chr19,53555551,53555608,+
1744,Macaca_mulatta,Hsa-Mir-197,Mir-197,chr1,114540498,114540558,-
1745,Macaca_mulatta,Hsa-Mir-124-P2-v1,Mir-124,chr8,64996062,64996119,+
1746,Macaca_mulatta,Hsa-Mir-188-P1,Mir-188,chrX,49792447,49792505,+
1747,Macaca_mulatta,Hsa-Mir-205-P1,Mir-205,chr1,66925709,66925766,+
